整理番号,調達機関名,調達機関所在地,調達件名,契約年月日,契約相手方名称,契約相手方所在地,法人番号,落札金額
GOV-TX-000145,財務省,東京都,ネットワーク機器調達,2021-09-10,株式会社ソリューションコンサルティング,東京都,1234567890123,1240000
GOV-TX-000146,総務省,東京都,システム更改に伴う開発業務,2021-09-13,株式会社大和サービス,東京都,1234567890123,1160000
GOV-TX-000147,国土交通省,東京都,システム更改に伴う開発業務,2021-04-09,（株）オメガ通信,東京都,1234567890123,2790000
GOV-TX-000148,財務省,東京都,クラウド基盤提供サービス,2023-06-12,（株）システム通信,東京都,1234567890123,6940000
GOV-TX-000149,総務省,東京都,PC端末等の調達,2020-09-19,株式会社オメガ開発,東京都,1234567890123,1460000
GOV-TX-000150,外務省,東京都,ネットワーク機器調達,2020-10-13,株式会社オメガ開発,東京都,1234567890123,2160000
GOV-TX-000151,総務省,東京都,クラウド基盤提供サービス,2022-02-04,（株）ITシステムズ,東京都,1234567890123,1100000
GOV-TX-000152,デジタル庁,東京都,ネットワーク機器調達,2024-01-23,株式会社テクノコンサルティング,東京都,1234567890123,1240000
GOV-TX-000153,財務省,東京都,ソフトウェアライセンス更新,2021-10-14,株式会社AI研究所,東京都,1234567890123,1500000
GOV-TX-000154,防衛省,東京都,セキュリティ監査業務,2021-09-05,株式会社ベータサービス,東京都,1234567890123,1870000
GOV-TX-000155,防衛省,東京都,ネットワーク機器調達,2023-05-09,株式会社テクノ研究所,東京都,1234567890123,1720000
GOV-TX-000156,外務省,東京都,広報Webサイト制作,2021-10-11,株式会社ベータソリューションズ,東京都,1234567890123,1800000
GOV-TX-000157,株式会社ソリューションコンサルティング,東京都,データ分析支援業務,2024-10-14,株式会社クラウドソリューションズ,東京都,1234567890123,2880000
GOV-TX-000158,外務省,東京都,ネットワーク機器調達,2022-06-16,（株）総合建設,東京都,1234567890123,2260000
GOV-TX-000159,財務省,東京都,PC端末等の調達,2021-12-14,株式会社ソリューションシステムズ,東京都,1234567890123,8820000
GOV-TX-000160,デジタル庁,東京都,基幹システム保守運用業務,2022-07-26,株式会社ソリューション開発,東京都,1234567890123,9240000
GOV-TX-000161,財務省,東京都,調査研究委託費,2020-04-02,（株）総合研究所,東京都,1234567890123,1340000
GOV-TX-000162,株式会社総合ソリューションズ,東京都,セキュリティ監査業務,2021-05-10,株式会社テクノ研究所,東京都,1234567890123,2220000
GOV-TX-000163,防衛省,東京都,ネットワーク機器調達,2024-02-16,株式会社日本開発,東京都,1234567890123,3020000
GOV-TX-000164,内閣府,東京都,PC端末等の調達,2020-10-17,株式会社総合システムズ,東京都,1234567890123,7480000
GOV-TX-000165,財務省,東京都,セキュリティ監査業務,2025-03-26,株式会社アルファ開発,東京都,1234567890123,1090000
GOV-TX-000166,経済産業省,東京都,AI実証実験システム構築,2024-12-17,株式会社大和研究所,東京都,1234567890123,1150000
GOV-TX-000167,外務省,東京都,システム更改に伴う開発業務,2024-12-23,株式会社アルファ研究所,東京都,1234567890123,1870000
GOV-TX-000168,防衛省,東京都,クラウド基盤提供サービス,2024-04-27,株式会社アルファ建設,東京都,1234567890123,1130000
GOV-TX-000169,株式会社総合開発,東京都,セキュリティ監査業務,2024-11-14,株式会社クラウドサービス,東京都,1234567890123,4380000
GOV-TX-000170,株式会社シグマ建設,東京都,広報Webサイト制作,2021-08-24,株式会社総合研究所,東京都,1234567890123,1730000
GOV-TX-000171,経済産業省,東京都,データ分析支援業務,2024-05-14,（株）シグマ建設,東京都,1234567890123,1760000
GOV-TX-000172,国土交通省,東京都,基幹システム保守運用業務,2024-03-15,株式会社データソリューションズ,東京都,1234567890123,6230000
GOV-TX-000173,外務省,東京都,システム更改に伴う開発業務,2024-01-08,（株）日本商事,東京都,1234567890123,1300000
GOV-TX-000174,防衛省,東京都,システム更改に伴う開発業務,2025-03-06,株式会社グローバル建設,東京都,1234567890123,1200000
GOV-TX-000175,外務省,東京都,ヘルプデスク運営業務,2020-11-23,株式会社グローバル研究所,東京都,1234567890123,1980000
GOV-TX-000176,内閣府,東京都,PC端末等の調達,2025-01-02,株式会社ソリューション研究所,東京都,1234567890123,7460000
GOV-TX-000177,株式会社AI商事,東京都,PC端末等の調達,2022-04-27,株式会社ベータ建設,東京都,1234567890123,1440000
GOV-TX-000178,経済産業省,東京都,AI実証実験システム構築,2023-03-27,株式会社シグマサービス,東京都,1234567890123,1400000
GOV-TX-000179,厚生労働省,東京都,セキュリティ監査業務,2023-03-21,株式会社サイバー研究所,東京都,1234567890123,1070000
GOV-TX-000180,国土交通省,東京都,AI実証実験システム構築,2021-06-05,株式会社総合商事,東京都,1234567890123,1190000
GOV-TX-000181,経済産業省,東京都,調査研究委託費,2024-11-17,（株）ベータ研究所,東京都,1234567890123,1190000
GOV-TX-000182,国土交通省,東京都,クラウド基盤提供サービス,2023-03-21,（株）IT開発,東京都,1234567890123,1740000
GOV-TX-000183,株式会社第一コンサルティング,東京都,ソフトウェアライセンス更新,2021-07-29,株式会社IT通信,東京都,1234567890123,2750000
GOV-TX-000184,デジタル庁,東京都,セキュリティ監査業務,2020-11-08,株式会社クリエイティブサービス,東京都,1234567890123,1230000
GOV-TX-000185,株式会社大和通信,東京都,基幹システム保守運用業務,2024-09-17,株式会社クラウドソリューションズ,東京都,1234567890123,2540000
GOV-TX-000186,財務省,東京都,セキュリティ監査業務,2021-12-11,株式会社第一システムズ,東京都,1234567890123,2280000
GOV-TX-000187,総務省,東京都,AI実証実験システム構築,2024-01-13,株式会社AI研究所,東京都,1234567890123,2140000
GOV-TX-000188,経済産業省,東京都,AI実証実験システム構築,2021-09-12,株式会社サイバー建設,東京都,1234567890123,9740000
GOV-TX-000189,株式会社テクノ通信,東京都,広報Webサイト制作,2021-02-03,株式会社第一システムズ,東京都,1234567890123,2020000
GOV-TX-000190,国土交通省,東京都,基幹システム保守運用業務,2024-12-26,株式会社クラウド研究所,東京都,1234567890123,1110000
GOV-TX-000191,デジタル庁,東京都,クラウド基盤提供サービス,2023-08-14,株式会社ベータ商事,東京都,1234567890123,1280000
GOV-TX-000192,デジタル庁,東京都,ネットワーク機器調達,2020-08-23,株式会社クリエイティブ研究所,東京都,1234567890123,3340000
GOV-TX-000193,厚生労働省,東京都,基幹システム保守運用業務,2021-04-01,株式会社大和コンサルティング,東京都,1234567890123,2150000
GOV-TX-000194,総務省,東京都,データ分析支援業務,2021-03-05,株式会社ソリューションソリューションズ,東京都,1234567890123,1320000
GOV-TX-000195,文部科学省,東京都,広報Webサイト制作,2023-08-27,株式会社グローバル建設,東京都,1234567890123,46580000
GOV-TX-000196,外務省,東京都,広報Webサイト制作,2023-02-12,株式会社クリエイティブ開発,東京都,1234567890123,1170000
GOV-TX-000197,厚生労働省,東京都,セキュリティ監査業務,2022-04-06,株式会社オメガ開発,東京都,1234567890123,1790000
GOV-TX-000198,厚生労働省,東京都,ソフトウェアライセンス更新,2021-04-01,株式会社総合開発,東京都,1234567890123,1060000
GOV-TX-000199,経済産業省,東京都,基幹システム保守運用業務,2024-08-05,株式会社オメガコンサルティング,東京都,1234567890123,2270000
GOV-TX-000200,経済産業省,東京都,ネットワーク機器調達,2023-10-22,株式会社シグマソリューションズ,東京都,1234567890123,1550000
GOV-TX-000201,デジタル庁,東京都,AI実証実験システム構築,2022-06-05,株式会社テクノシステムズ,東京都,1234567890123,3740000
GOV-TX-000202,デジタル庁,東京都,調査研究委託費,2022-03-25,株式会社ITソリューションズ,東京都,1234567890123,2780000
GOV-TX-000203,総務省,東京都,AI実証実験システム構築,2024-04-13,株式会社クラウド研究所,東京都,1234567890123,5730000
GOV-TX-000204,国土交通省,東京都,広報Webサイト制作,2021-05-14,株式会社オメガサービス,東京都,1234567890123,2480000
GOV-TX-000205,外務省,東京都,ヘルプデスク運営業務,2020-04-20,株式会社フロンティア研究所,東京都,1234567890123,11860000
GOV-TX-000206,経済産業省,東京都,データ分析支援業務,2024-11-09,株式会社オメガシステムズ,東京都,1234567890123,1280000
GOV-TX-000207,文部科学省,東京都,基幹システム保守運用業務,2023-09-18,株式会社AIソリューションズ,東京都,1234567890123,2530000
GOV-TX-000208,国土交通省,東京都,データ分析支援業務,2025-01-22,株式会社グローバル研究所,東京都,1234567890123,5290000
GOV-TX-000209,外務省,東京都,ソフトウェアライセンス更新,2023-09-11,（株）クラウドソリューションズ,東京都,1234567890123,4850000
GOV-TX-000210,株式会社AI商事,東京都,システム更改に伴う開発業務,2021-01-08,株式会社データ商事,東京都,1234567890123,1350000
GOV-TX-000211,文部科学省,東京都,システム更改に伴う開発業務,2020-06-20,株式会社ネットワークソリューションズ,東京都,1234567890123,4120000
GOV-TX-000212,株式会社第一通信,東京都,ソフトウェアライセンス更新,2025-02-26,株式会社ソリューション研究所,東京都,1234567890123,1230000
GOV-TX-000213,株式会社データサービス,東京都,データ分析支援業務,2023-03-10,株式会社ベータ研究所,東京都,1234567890123,2300000
GOV-TX-000214,内閣府,東京都,システム更改に伴う開発業務,2023-11-14,株式会社ソリューション商事,東京都,1234567890123,2020000
GOV-TX-000215,財務省,東京都,基幹システム保守運用業務,2023-11-13,（株）クリエイティブ開発,東京都,1234567890123,1770000
GOV-TX-000216,株式会社サイバー研究所,東京都,セキュリティ監査業務,2021-05-15,株式会社オメガコンサルティング,東京都,1234567890123,2450000
GOV-TX-000217,経済産業省,東京都,AI実証実験システム構築,2022-01-07,株式会社オメガコンサルティング,東京都,1234567890123,1890000
GOV-TX-000218,デジタル庁,東京都,AI実証実験システム構築,2020-04-04,株式会社テクノサービス,東京都,1234567890123,2830000
GOV-TX-000219,内閣府,東京都,PC端末等の調達,2020-09-11,株式会社日本建設,東京都,1234567890123,10700000
GOV-TX-000220,外務省,東京都,クラウド基盤提供サービス,2020-05-13,株式会社IT開発,東京都,1234567890123,1050000
GOV-TX-000221,株式会社システム通信,東京都,セキュリティ監査業務,2021-07-08,株式会社大和サービス,東京都,1234567890123,12060000
GOV-TX-000222,株式会社日本システムズ,東京都,ネットワーク機器調達,2020-08-21,株式会社ITソリューションズ,東京都,1234567890123,1280000
GOV-TX-000223,株式会社総合建設,東京都,AI実証実験システム構築,2023-05-28,株式会社システム通信,東京都,1234567890123,2030000
GOV-TX-000224,内閣府,東京都,AI実証実験システム構築,2023-08-14,株式会社ソリューション研究所,東京都,1234567890123,1870000
GOV-TX-000225,内閣府,東京都,ヘルプデスク運営業務,2021-08-14,株式会社サイバー通信,東京都,1234567890123,1090000
GOV-TX-000226,財務省,東京都,AI実証実験システム構築,2023-07-30,株式会社ネットワークサービス,東京都,1234567890123,1550000
GOV-TX-000227,株式会社データ研究所,東京都,データ分析支援業務,2023-01-07,株式会社大和開発,東京都,1234567890123,1940000
GOV-TX-000228,内閣府,東京都,基幹システム保守運用業務,2023-11-09,株式会社ソリューション開発,東京都,1234567890123,1550000
GOV-TX-000229,国土交通省,東京都,広報Webサイト制作,2022-05-09,株式会社クリエイティブコンサルティング,東京都,1234567890123,1340000
GOV-TX-000230,外務省,東京都,広報Webサイト制作,2021-02-16,株式会社シグマシステムズ,東京都,1234567890123,1920000
GOV-TX-000231,文部科学省,東京都,データ分析支援業務,2021-02-06,株式会社アルファソリューションズ,東京都,1234567890123,3240000
